"","label","spotify_id","title","artist","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","tempo"
338,"somber","3h3pOvw6hjOvZxRUseB7h9","i wanna be your girlfriend","girl in red",7,1,0.0217,0.54,0.381,0.000687,0.305,-14.323,0.0347,0.34299999999999997,155.882
339,"somber","1W2TYUenzUdOOuATtQIWS2","Particles","Nothing But Thieves",11,0,0.0020800000000000003,0.515,0.5579999999999999,0.0,0.21899999999999997,-5.155,0.0405,0.198,153.809
340,"aggressive","3YopR9iqzcQei6l8DJ5Ylo","The Wall & I","Nation of Language",6,1,0.0244,0.5589999999999999,0.8759999999999999,0.284,0.0971,-5.625,0.0288,0.44799999999999995,142.005
341,"serious","3SLdLEQ8xz6limRM51RpZ3","My Heart's Always Yours","Arkells",0,1,5.3e-05,0.5539999999999999,0.752,0.237,0.10400000000000001,-8.086,0.0313,0.385,118.95
342,"serious","2LuHROGvtfG0IBwFtYEbQG","Stay A While","Cemetery Sun",3,1,0.00599,0.441,0.794,0.0,0.11800000000000001,-5.642,0.0454,0.45399999999999996,156.018
343,"somber","5FxKZ4IajYIRDjAWAboiB4","Pimpin Ain't Eazy","Kodak Black",0,1,0.311,0.644,0.501,0.0,0.106,-8.959,0.49200000000000005,0.17300000000000001,129.828
344,"excited","0V3tUFtSMNfS4iL6HnZsas","King of the Rodeo","The Bamboos",9,1,0.009609999999999999,0.789,0.867,5.15e-05,0.474,-6.104,0.0551,0.8640000000000001,125.868
345,"upbeat","1R5NU7mesQATqwMvvcZ1Xg","Combo (feat. Mr Eazi)","Ghali",9,0,0.0833,0.825,0.7809999999999999,3.5499999999999996e-05,0.26,-4.732,0.107,0.812,100.01299999999999
346,"sensual","3GkjSvjAgbFw6OQ6oiSAYz","Happy For You","Anna Sofia",2,1,0.205,0.696,0.737,0.000665,0.113,-5.981,0.0438,0.59,126.036
347,"sentimental","7fFdUC2J917YgkTKPzuySl","Acid Rain - Edit","Lxury",8,1,0.00016299999999999998,0.64,0.622,0.667,0.171,-6.848,0.0589,0.528,124.023
348,"sensual","4o7ZPI2fmEi3piRe0Hrfpy","Hey Jealousy","Gin Blossoms",6,0,0.00017900000000000001,0.47100000000000003,0.797,6.49e-06,0.299,-8.407,0.0389,0.49700000000000005,152.903
349,"upbeat","2YEnGQwfXZokCfRbTykYbo","Was It Something I Said","MyKey",6,1,0.614,0.5870000000000001,0.7240000000000001,0.000166,0.155,-6.776,0.0321,0.8370000000000001,106.993
350,"sentimental","40lIdCGMiDekGW2YVxhQkh","Lean on Me","Music Travel Love",11,1,0.335,0.599,0.33299999999999996,0.0,0.113,-7.9670000000000005,0.0351,0.735,179.68599999999998
351,"sensual","1zXpHPdBAUxnOCQqFMFLk3","Saltwater","Geowulf",2,1,0.000614,0.551,0.825,0.307,0.115,-5.813,0.0306,0.6859999999999999,107.031
352,"somber","6wpdCYRRzFtBT7HzdEqgK9","Down","Jack Curley",6,1,0.691,0.64,0.442,0.0,0.0883,-9.025,0.0501,0.27699999999999997,80.013
353,"somber","3hnj2130ThmuKOthw825PD","Brittle","Char Chris",0,1,0.935,0.617,0.0798,0.000327,0.109,-17.707,0.032,0.0916,89.98700000000001
354,"somber","3uspj25vaJNcypSfyiWJ85","Romance","Giuseppe Galvetti",7,1,0.985,0.379,0.0114,0.9309999999999999,0.0898,-28.461,0.0434,0.185,118.67299999999999
355,"somber","1zi7xx7UVEFkmKfv06H8x0","One Dance","Drake",1,1,0.0077599999999999995,0.792,0.625,0.0018,0.32899999999999996,-5.609,0.0536,0.37,103.96700000000001
356,"somber","0KQ6GRR5qKY3XrdsEHU5hT","Like You'll Never See Me Again","Jacob Banks",8,1,0.733,0.588,0.244,0.0,0.0698,-10.455,0.0793,0.331,117.00200000000001
357,"sentimental","606HVBE1aPA81oGg5JMa4M","River","Bishop Briggs",2,0,0.301,0.728,0.49,2.8e-06,0.0707,-6.535,0.0481,0.55,62.513999999999996
358,"energizing","1cLNksnKxW2wdCQoHGwsAr","Weather Report","bad tuner",8,1,0.00774,0.674,0.922,0.826,0.10800000000000001,-7.567,0.0339,0.675,118.99600000000001
359,"sentimental","3pzjHKrQSvXGHQ98dx18HI","What Do You Mean?","Justin Bieber",5,0,0.59,0.845,0.5670000000000001,0.0014199999999999998,0.0811,-8.118,0.0956,0.7929999999999999,125.02
360,"somber","4c5npp9gnwBHHyKnaqK2mD","Down by the Water","Abigail Lapell",9,1,0.9329999999999999,0.632,0.0807,4.81e-06,0.10099999999999999,-16.066,0.0329,0.273,93.925
361,"somber","398QU045BgD0nsMgxedVCG","Good Evening","Quaker City Night Hawks",5,1,0.0134,0.527,0.606,0.00029,0.418,-6.7989999999999995,0.0305,0.267,105.509
362,"somber","0bZ52QzCCKfrfOqs7za6lI","Cherry Wine - Live","Hozier",1,1,0.951,0.415,0.11,0.00234,0.0962,-14.901,0.0388,0.23399999999999999,81.876
363,"somber","7oOsCpcgcLXKkkIPQzQ6cX","Hold Your Head Up High","Darlingside",9,1,0.539,0.375,0.261,0.0178,0.11599999999999999,-11.312000000000001,0.0288,0.139,132.094
364,"upbeat","5P7TytllTzHPk5taf6Hcw5","Ah Ah Ah","DreamDoll",11,1,0.605,0.8320000000000001,0.777,7.16e-06,0.0799,-4.928999999999999,0.386,0.8190000000000001,142.969
365,"aggressive","6C0xucNj75wRdlejwWIEW1","Club Foot","Kasabian",0,1,0.0257,0.237,0.919,2.3100000000000002e-05,0.0914,-6.893,0.0814,0.12300000000000001,101.758
366,"upbeat","4dwrL3Z5U2RZ6MZiKE2PgL","Superstition","Stevie Wonder",8,1,0.0182,0.648,0.7509999999999999,0.000401,0.0418,-8.582,0.0806,0.863,100.43700000000001
367,"energizing","0eeKDrQxjqNl5bX5VCHDcn","PAM","Justin Quiles",11,1,0.289,0.889,0.863,0.000603,0.0798,-3.011,0.0757,0.7759999999999999,112.95299999999999
368,"sentimental","5frF7zSGLWEUq3xscORnj5","Control","Luwten",1,1,0.828,0.6890000000000001,0.39299999999999996,0.18600000000000003,0.16699999999999998,-12.088,0.0453,0.523,91.01700000000001
369,"sensual","2tUfDWAs3mzo83GqyyIYqG","The Art Of Optimism","Saison",8,1,0.26899999999999996,0.821,0.768,0.894,0.114,-9.234,0.073,0.531,122.014
370,"serious","6pTfJ82DLrBoTTaKJrFr7R","push pull","Purity Ring",5,1,0.0028699999999999997,0.386,0.708,2.26e-05,0.245,-8.173,0.0489,0.0858,110.354
371,"excited","5c5a2Ptu8eyIpljhQHjIqk","Ain't No Rest For The Wicked - Original Version","Cage The Elephant",0,1,0.0597,0.635,0.914,0.0,0.601,-5.631,0.111,0.922,156.014
372,"somber","1SBIrKR0BNIhTwhra6PRS1","Every Turn","RHODES",11,1,0.222,0.4,0.484,0.0,0.17,-7.782,0.0456,0.395,176.09099999999998
373,"energizing","2xmdT9vylywDVk2rXMteC6","Lemon to a Knife Fight","The Wombats",9,0,0.000889,0.557,0.8490000000000001,0.0,0.0944,-3.58,0.0444,0.71,149.994
374,"serious","2i1CnSeLjppv41BTuc7qhY","Frail State Of Mind","The 1975",9,1,0.0147,0.5660000000000001,0.6759999999999999,0.00672,0.0733,-6.497999999999999,0.0383,0.0492,127.973
375,"serious","12sXX3cUzBCpwjIzqBYIw1","Addiction","Emanuel",5,0,0.34600000000000003,0.374,0.728,0.00011499999999999999,0.115,-4.553,0.0982,0.278,82.44200000000001
376,"serious","7bxpyhQLxt7ykzN6NEZx0a","The Hardest Part","Lo Lind",3,1,0.0915,0.635,0.728,2.7300000000000003e-05,0.0867,-6.053,0.0534,0.41200000000000003,90.03399999999999
377,"sensual","2skmOCFU64Bg7Ytkgwliwe","All For You","Sister Hazel",8,1,0.0316,0.633,0.754,2.27e-05,0.091,-6.495,0.0382,0.6409999999999999,137.047
378,"somber","52GQU2qUtb25jJEmg9hYcU","Look Inside Yourself","Edvard Kravchuk",1,1,0.993,0.423,0.00748,0.9620000000000001,0.1,-31.265,0.0486,0.19399999999999998,71.835
379,"somber","2fJLNEDPFM38gcXeY58WNa","The Pond","Mads Hellmuth",1,1,0.9940000000000001,0.557,0.0212,0.963,0.0935,-22.980999999999998,0.0696,0.278,84.806
380,"serious","1xqypUOvcTFkO3kSmBlXhW","Bad Friend","Rina Sawayama",3,1,0.215,0.598,0.72,2.95e-06,0.327,-4.426,0.0416,0.462,95.025
381,"sentimental","35yCNucw3ozeVvlGxEc1KB","Leeway","Chuck Sutton",5,0,0.158,0.882,0.529,1.6e-06,0.14800000000000002,-7.06,0.355,0.5670000000000001,95.029
382,"somber","7iSool3PmS50F5St2bhmTU","Someone You Loved - Acoustic","Kurt Hugo Schneider",7,0,0.629,0.6920000000000001,0.33299999999999996,0.0,0.17600000000000002,-7.858,0.028999999999999998,0.316,110.10799999999999
383,"somber","4R59wt5nnhYo88PIu3cUIt","Olalla","Blanco White",3,1,0.653,0.573,0.406,0.475,0.12300000000000001,-11.946,0.0361,0.376,130.02100000000002
384,"somber","5G45FRLKU4pWmfXQATT7fG","Thinking About You","KIITA",1,0,0.151,0.71,0.5589999999999999,0.0,0.14400000000000002,-8.662,0.0308,0.22,129.871
385,"serious","3zWrVnMKBIDYeuZwxkY7Kg","Heart Crush","BJ The Chicago Kid",2,1,0.201,0.353,0.644,5.83e-06,0.20199999999999999,-5.024,0.0385,0.297,152.05200000000002
386,"serious","1lKqP0GH6cZ6zMtmUTJWs5","Sukendleleni","Jobe London",10,0,0.0495,0.884,0.723,0.0415,0.0547,-6.419,0.0526,0.244,111.993
387,"somber","7q2XN4LJ80HgdbUac3aRi8","Feel You","My Morning Jacket",1,1,0.163,0.49700000000000005,0.522,0.5379999999999999,0.0991,-7.039,0.0275,0.231,129.721
388,"sentimental","2cBcDL88A6c5IoFWceo7C7","Forget Him - Bonus Track","Bobby Rydell",3,1,0.503,0.512,0.536,0.0,0.314,-4.787,0.0278,0.675,77.935
389,"somber","0Rwt7yoSjqkS4WGWyy0RZk","Who Am I?","frenchi armelle",6,0,0.19899999999999998,0.63,0.49200000000000005,0.03,0.345,-11.842,0.0503,0.387,100.041
390,"upbeat","2vaHFRlL8eLXKLhZ47CtpO","Hot Stuff","Donna Summer",0,1,0.00635,0.8320000000000001,0.735,0.0342,0.0702,-13.937000000000001,0.0319,0.965,120.455
391,"upbeat","1RzKZz4w3AuA5eV4HWUzms","ゴーストワーク","Mom",2,1,0.0991,0.636,0.787,0.0,0.376,-4.362,0.069,0.8540000000000001,170.45
392,"somber","6Cdd38Y9v3hl2INqBXWCUQ","America","Simon & Garfunkel",2,1,0.593,0.26,0.251,7.62e-06,0.0801,-15.02,0.0402,0.3,177.94299999999998
393,"sensual","64m1kkM9KuRTZ5tLuTp7tU","Never Knew","Mass Anthem",5,0,0.0159,0.522,0.764,2.81e-06,0.282,-7.375,0.0446,0.716,103.664
394,"sentimental","7JZsCSCCHIBT40GX5Zcf6O","Girl","Girl Ray",7,1,0.26899999999999996,0.66,0.529,1.36e-05,0.0868,-7.523,0.0293,0.705,94.01299999999999
395,"energizing","2pYuTXL9WWDLbhxxOUai5Y","I Need Your Help","Arturo Macchiavelli",11,0,0.002,0.733,0.897,0.18899999999999997,0.0534,-6.432,0.0836,0.635,124.006
396,"somber","6e3ASsTnmBCD9Xc8yozBDu","crowded room","Christian French",11,0,0.0166,0.746,0.584,0.0,0.0787,-6.591,0.0304,0.37200000000000005,124.93799999999999
397,"sentimental","2eTLxOZY8owibk7b2iETad","Do U Want Me","Giraffage",8,1,0.0166,0.722,0.586,0.331,0.396,-10.339,0.0766,0.594,154.012
398,"somber","1ehhGlTvjtHo2e4xJFB0SZ","Sweeter (feat. Terrace Martin)","Leon Bridges",8,1,0.0167,0.7190000000000001,0.385,0.0313,0.111,-10.907,0.0403,0.27,128.0
399,"sensual","1UM7bluhwWTGfhvWWOshk7","Graveclothes","Birdtalker",7,1,0.0538,0.431,0.823,2.48e-05,0.0855,-5.5920000000000005,0.122,0.624,176.53599999999997
400,"sentimental","61jjgVlNSJtLQ06Gy28mtA","elephant in the room","mags",0,1,0.0201,0.777,0.509,0.00218,0.136,-7.597,0.221,0.5529999999999999,101.029
401,"sensual","7tmtOEDxPN7CWaQWBsG1DY","Hold Back The River","James Bay",5,1,0.0526,0.715,0.715,0.0,0.0936,-7.364,0.0904,0.506,134.923
402,"somber","0vByTEIzfWJJlnBfeSIv4l","Good Luck","Meernaa",5,0,0.8909999999999999,0.47200000000000003,0.166,3.81e-06,0.0964,-13.277000000000001,0.0349,0.225,121.45700000000001
403,"sensual","7jahcsevTvePvdduUFVzpq","CAROUSEL","Aries",8,1,0.13,0.541,0.773,0.0,0.215,-5.671,0.0537,0.551,149.887
404,"somber","1bQ4zbP8Fo0qAePTSOfYji","Coming Back to Life","Pink Floyd",0,1,0.46399999999999997,0.28600000000000003,0.499,0.000682,0.102,-11.095999999999998,0.044000000000000004,0.145,176.437
405,"peaceful","1b7LMtXCXGc2EwOIplI35z","Stuck In The Middle With You","Stealers Wheel",7,1,0.0934,0.795,0.564,0.000531,0.0631,-10.482000000000001,0.0392,0.961,124.166
406,"somber","2JRLoT6z48Pfihyj1s1u77","Day Dreaming","Jack & Jack",10,1,0.071,0.752,0.59,9.76e-06,0.095,-5.688,0.0259,0.353,101.241
407,"serious","0ig4lxtPqcFTUopvk57nQy","Not Too Late","Moon Taxi",0,1,0.0864,0.657,0.693,9.22e-05,0.13699999999999998,-5.3229999999999995,0.0332,0.271,120.041
408,"serious","7FwWRSAlhfyhbvybdfDUCe","High School Sweethearts","Melanie Martinez",10,0,0.45299999999999996,0.648,0.639,0.0,0.28300000000000003,-6.415,0.12300000000000001,0.44,94.03299999999999
409,"serious","52JGYjz79GV3ZzlnvkewhB","Love Me Alone","Sabiyha",8,1,0.16399999999999998,0.758,0.696,5.479999999999999e-05,0.0587,-6.457000000000001,0.0601,0.326,90.044
410,"excited","62E8JJRtwOwU85uup9C5Ox","Parecen Viernes","Marc Anthony",7,0,0.287,0.6579999999999999,0.863,1.53e-05,0.16,-3.575,0.0352,0.9670000000000001,96.499
411,"sentimental","1MsBRSbt5dqJSw3RxXtvCM","I Want To Break Free - Remastered 2011","Queen",4,1,0.0769,0.875,0.40700000000000003,0.000785,0.11599999999999999,-10.505,0.0376,0.777,109.088
412,"somber","0cppqb4vQycORHNMxr8DGd","Favorite Part Of Me","Astrid S",1,1,0.862,0.598,0.502,0.0,0.096,-6.273,0.0447,0.40299999999999997,121.62100000000001
413,"somber","2vnocfBFbXPm4g9gsqquXf","Inside Out","Mokita",1,1,0.7859999999999999,0.687,0.172,0.0,0.0985,-11.642999999999999,0.0428,0.435,131.946
414,"energizing","4HuNoRoKO2N2dpOXrgdkgc","Daniel, You're Still a Child","Declan McKenna",0,1,0.0044,0.29,0.929,3.65e-06,0.0935,-2.4659999999999997,0.0837,0.529,186.188
415,"sensual","7yrhYiObdVbdo1XDUg8VdD","Baby Love","The Supremes",0,1,0.35,0.579,0.637,0.0,0.0905,-6.2010000000000005,0.0289,0.7190000000000001,135.28
416,"somber","3RIgHHpnFKj5Rni1shokDj","Norman fucking Rockwell","Lana Del Rey",5,1,0.9670000000000001,0.218,0.215,0.0847,0.0948,-12.49,0.0368,0.138,76.74
417,"somber","0Vuivr9LBX6ZQtshFmBM03","Why Don't I Care?","gglum",3,1,0.701,0.302,0.142,0.0949,0.14400000000000002,-17.533,0.0315,0.0757,68.559
418,"somber","2m2GJpBjQNNphaCgBeoj7R","Fracture","Stephan Moccio",2,1,0.99,0.324,0.0186,0.934,0.105,-28.248,0.0476,0.126,85.29700000000001
419,"sensual","2clQFJc9WNnzEIy7XKV4qr","Say Yeah","Mnelia",8,0,0.0414,0.47700000000000004,0.773,0.0,0.289,-3.347,0.33899999999999997,0.62,154.498
420,"sensual","1udKn1oNKYQSQ9OmiIWCMu","Do You Believe in Magic?","The Lovin' Spoonful",0,1,0.218,0.552,0.742,0.0,0.33899999999999997,-7.962999999999999,0.0454,0.7509999999999999,138.591
421,"sentimental","3oVGjguICRU4UVS1ZPwH2D","Yellow Hearts (feat. Audrey Mika)","Ant Saunders",7,1,0.46399999999999997,0.816,0.401,0.0,0.0657,-8.041,0.22,0.6779999999999999,129.041
422,"upbeat","2wFBWVItCihqXZBThOiT4l","Bad Together","Riley Roth",1,1,0.0329,0.731,0.7090000000000001,0.0,0.0953,-3.7439999999999998,0.0296,0.882,95.03
423,"aggressive","4Axn3CdPeSAciEvCa2p7Xs","Melt","TWIN XL",6,0,0.0232,0.6579999999999999,0.846,1e-06,0.435,-3.609,0.0622,0.486,95.035
424,"sentimental","5RsKelNxucrDxgMbZ3vd3W","Young & Alive","Bazzi",3,1,0.326,0.716,0.563,0.0,0.11900000000000001,-5.486000000000001,0.0425,0.495,86.005
425,"somber","013h40ZaPMhd98D3SCqrjC","Rêves d'éternité","Amélie Chantal",2,1,0.995,0.499,0.0204,0.9620000000000001,0.11199999999999999,-21.838,0.0895,0.20199999999999999,130.059
426,"sensual","5u3FywQOPJ5O7ZAjm31cnq","Right Here - Human Nature Radio Mix","SWV",9,0,0.0299,0.601,0.74,0.332,0.0937,-5.043,0.0573,0.672,94.01299999999999
427,"somber","38cGtmFp4bFsIb3sgua19z","Iron Lights","Tamu Massif",4,1,0.848,0.667,0.332,0.000154,0.11199999999999999,-11.199000000000002,0.032,0.32799999999999996,93.04700000000001
428,"somber","6bXwhR6F9tgI3TtgiwSBYj","Your Ghost","4ever Falling",0,1,0.9840000000000001,0.368,0.125,3.52e-05,0.105,-16.951,0.0508,0.248,118.352
429,"energizing","4au7FRcgZzChASRYu279xH","Con Calma - Remix","Daddy Yankee",8,0,0.166,0.736,0.868,1.48e-06,0.0419,-3.01,0.0454,0.613,94.02600000000001
430,"sentimental","1qCmZnC1FUpNgOydIzqIPC","Bad Child","Tones And I",6,0,0.402,0.7559999999999999,0.5539999999999999,0.0,0.158,-4.24,0.0342,0.596,117.992
431,"aggressive","51EhqjwJH9AmtnQhxVGv1F","Oh No","Goodbye June",8,1,0.00047699999999999994,0.259,0.978,0.000314,0.268,-3.842,0.22,0.266,132.97
432,"serious","3UETlWEGpWVovkRLOWiy8w","Saving Grace","Kodaline",3,1,0.0304,0.45,0.718,0.0,0.0942,-5.95,0.0295,0.37,156.009
433,"somber","3MYK6ntXfrWE4PZg1MmdVN","Hookup Culture","Hojean",0,1,0.77,0.659,0.359,0.0,0.22,-8.336,0.0249,0.261,78.977
434,"somber","4BNew3AqFCvABdFsYMRiyB","Savior Complex","Phoebe Bridgers",4,1,0.9309999999999999,0.369,0.441,0.0199,0.105,-11.879000000000001,0.0327,0.218,128.968
435,"sensual","6qg8hBXjgcLyP5AdP7plIC","TERRITORY","Hiroshi Fujiwara",1,0,0.00893,0.705,0.6920000000000001,0.0189,0.102,-8.932,0.0389,0.614,121.978
436,"sensual","2MDLioU5AzJf5uA48lxk2t","Cold Blooded","Jarami",5,0,0.307,0.77,0.688,0.026000000000000002,0.102,-5.547000000000001,0.0362,0.51,114.99
437,"upbeat","252YuUdUaC5OojaBU0H1CP","Come A Little Bit Closer","Jay & The Americans",3,1,0.52,0.636,0.684,0.0015,0.534,-9.302,0.057,0.8809999999999999,132.509
438,"somber","31kPsiy1Lwo81YqOensCZh","Hot Sauce","BRELAND",2,1,0.19,0.833,0.583,2.8999999999999998e-06,0.107,-6.796,0.0438,0.465,90.069
439,"sentimental","7FknBUKLWwjWszRK1N0jqe","She Gon Go","Trill Ryan",7,0,0.00195,0.7659999999999999,0.498,0.0,0.306,-10.147,0.0519,0.496,104.006
440,"sensual","6L5gbuha1LkC25Wt2o5wlO","Kelly","The Aces",11,0,0.0479,0.8370000000000001,0.768,1.27e-06,0.106,-6.232,0.0947,0.636,100.009
441,"serious","3qNeSTclK2sCljeABY8Aum","Dare (PM)","Namasenda",0,1,0.315,0.667,0.6829999999999999,0.301,0.0832,-9.705,0.0357,0.45899999999999996,146.82
442,"sentimental","1jHxB2o9FUuSOFzMtveMCY","Yo Mama","Amanda Cooksey",1,1,0.307,0.779,0.493,0.0,0.0807,-6.566,0.0435,0.525,100.01899999999999
443,"sensual","6smYfKpqsvpmqBXkLjYGJo","Power","Ellie Goulding",10,1,0.0962,0.535,0.648,0.0,0.11800000000000001,-4.479,0.159,0.511,162.084
444,"sentimental","4qug3gWrzeTNm0GhOkugJV","Love Yourself","Justin Bieber",4,1,0.8590000000000001,0.795,0.37799999999999995,0.0,0.204,-9.979,0.316,0.5760000000000001,100.227
445,"somber","7C0rG4oWO7VeZcffyW1sK9","Mr. Roboto","Styx",1,1,0.18600000000000003,0.6629999999999999,0.48200000000000004,0.0,0.0521,-12.093,0.0479,0.314,144.13
446,"sentimental","6ZimCGmTrqKyUnidBoLG13","Fast Car (feat. Kina Grannis)","Boyce Avenue",10,1,0.807,0.48700000000000004,0.25,0.0,0.0797,-9.846,0.0289,0.496,102.61399999999999
447,"somber","58eEQWJqmYNkB910oULZSI","love me or not","Alexander Wesley",5,1,0.5710000000000001,0.515,0.428,0.0,0.337,-4.958,0.0433,0.376,125.11
448,"energizing","37ZJ0p5Jm13JPevGcx4SkF","Livin' On A Prayer","Bon Jovi",0,1,0.0778,0.532,0.887,0.00021400000000000002,0.294,-3.7569999999999997,0.0335,0.795,122.51100000000001
449,"sensual","2seFcLiWwxHZ72EYFezJmJ","pH","Shibo",1,1,0.78,0.733,0.631,0.0563,0.107,-8.765,0.278,0.722,90.081
450,"somber","4UAU42ODxTYJg1cJR0yewL","I Still Remain","The Western Den",1,1,0.83,0.532,0.299,4.04e-06,0.129,-11.38,0.0301,0.11,118.86200000000001
451,"somber","5R9a4t5t5O0IsznsrKPVro","Single Ladies (Put a Ring on It)","Beyoncé",1,1,0.0383,0.426,0.584,0.0,0.188,-5.292999999999999,0.29600000000000004,0.272,193.437
452,"somber","2t9ZK3i4cxA9WZkpvf5up2","Happy Anymore","Savannah Sgro",7,1,0.512,0.534,0.374,0.0,0.11199999999999999,-10.83,0.0436,0.222,129.532
453,"sentimental","0obIo2GEab6qqms6t3JaMY","Hey! Baby - Remastered","Bruce Channel",9,1,0.359,0.515,0.623,0.0,0.27399999999999997,-5.597,0.036000000000000004,0.643,64.253
454,"serious","5OITn5gWUk6uXUZLhbvN21","Lonelier (feat. Alna)","Party Pupils",10,1,0.0156,0.632,0.812,0.0,0.43200000000000005,-3.7560000000000002,0.127,0.395,125.025
455,"somber","1hWQvA6oGVJ2mAVsZ59AaV","S.O.B.","Nathaniel Rateliff & The Night Sweats",1,1,0.267,0.6990000000000001,0.579,0.00602,0.452,-6.504,0.0416,0.128,109.948
456,"serious","4SS6PZv1H4mDQbTufpBWnK","Bag","DIVINE",2,1,0.261,0.825,0.655,0.0,0.223,-8.177,0.27699999999999997,0.474,98.06700000000001
457,"sensual","4arr0qyAa5BW0X0EXZwZDu","I Get No Joy","Jade Bird",5,1,0.364,0.6729999999999999,0.722,0.0,0.0605,-5.497000000000001,0.0855,0.7170000000000001,91.962
458,"sensual","7KbF6AdprOXEEHlsq11Z6d","11 PM","Maluma",10,1,0.217,0.777,0.7120000000000001,0.0,0.091,-4.84,0.27699999999999997,0.68,95.69200000000001
459,"somber","5xROgo35i9a9IbQgN56Clz","Golf On TV feat. JP Saxe","Lennon Stella",5,1,0.4,0.565,0.5479999999999999,0.0,0.252,-8.376,0.18,0.159,104.89200000000001
460,"energizing","6nRynhavkhh4NwWw9vgacD","Bargain Flights","j ember",0,1,0.0597,0.6920000000000001,0.847,0.0392,0.109,-7.465,0.0333,0.73,120.006
461,"sensual","5CYtyWsyAEmPfn6OcbG921","All Love","2fox",1,1,0.124,0.8140000000000001,0.655,0.0964,0.0797,-10.797,0.0567,0.535,123.99700000000001
462,"peaceful","2napy7uG4RI74SoyKJVGl5","nursery","bbno$",5,1,0.40299999999999997,0.9259999999999999,0.5529999999999999,0.00115,0.0663,-8.052999999999999,0.152,0.83,104.98
463,"excited","3tyTt5pEWblt96j1HsXiV5","Freedom! '90 - Remastered","George Michael",5,1,0.225,0.677,0.852,3.9500000000000005e-05,0.0595,-10.856,0.045,0.93,91.691
464,"somber","0DC7Zs2qvAbNK1owWQ4mlL","Perfect to Me","Anne-Marie",8,1,0.0889,0.604,0.546,0.0,0.0734,-5.691,0.151,0.402,179.847
465,"somber","5Qel1sTrU4LM8HlJSPT2jd","Truth Hurts","Lizzo",4,0,0.11,0.715,0.624,0.0,0.12300000000000001,-3.0460000000000003,0.114,0.41200000000000003,158.08700000000002
466,"sensual","69Qa7czzqraPWZgxpQN405","You Can't Hurry Love","The Supremes",10,1,0.762,0.617,0.81,0.0,0.134,-6.513,0.0798,0.65,97.389
467,"upbeat","1GMz2iLCrfL30q8eQIQWHX","Simple Romance","COIN",0,1,0.191,0.784,0.759,0.0,0.198,-2.937,0.0449,0.818,122.029
468,"sentimental","5BgJkoroQUfAmT6O4VgiRg","Shrug","OSTON",8,0,0.039,0.831,0.603,0.0,0.0568,-4.84,0.0585,0.698,93.999
469,"peaceful","1SocftHhtuqF7k83eUhHiz","Babydoll","Dominic Fike",7,0,0.114,0.762,0.604,0.0,0.0271,-5.296,0.11,0.847,168.007
470,"energizing","3lPr8ghNDBLc2uZovNyLs9","Supermassive Black Hole","Muse",7,1,0.0492,0.6679999999999999,0.9209999999999999,0.00517,0.0877,-3.727,0.0439,0.782,120.0
471,"sensual","0ytikc2Iq4n8DMKhPC0wta","Rage and Romance","Bressie",4,0,0.00899,0.522,0.782,0.0,0.764,-6.171,0.0372,0.584,90.041
472,"somber","3mD8rKs6rtOO3RUwNTIweI","Still Wondering - Tep No Remix","Jocelyn Alice",9,0,0.0992,0.6709999999999999,0.579,0.0,0.33,-5.58,0.0363,0.48200000000000004,103.964
473,"sentimental","3YzGAVGfcHxmeXQD879n56","Drift","$amuraï",11,0,0.266,0.8009999999999999,0.57,3.2500000000000004e-05,0.14,-7.651,0.0761,0.579,95.992
474,"somber","04fBskFuMgIx0T0ob7uIhd","End This (L.O.V.E.)","Hailee Steinfeld",11,0,0.32299999999999995,0.621,0.42700000000000005,8.35e-06,0.135,-9.732999999999999,0.33299999999999996,0.408,192.183
475,"sentimental","4IOYk6epkzXT38U4ShauZ6","Kolors","Monte Booker",2,0,0.263,0.718,0.40299999999999997,1.56e-06,0.228,-11.064,0.205,0.636,129.582
476,"serious","1PsMieVYFXrSeXMxuE2SbG","Must Have Been The Wind","Alec Benjamin",7,1,0.784,0.653,0.644,0.000205,0.166,-6.204,0.0572,0.363,88.976
477,"upbeat","7w87IxuO7BDcJ3YUqCyMTT","Pumped Up Kicks","Foster The People",5,0,0.145,0.733,0.71,0.115,0.0956,-5.849,0.0292,0.965,127.975
478,"somber","1K8znXZepqVCcp7Wj07Cy0","Stelle Scure","Enrico Parente",7,0,0.995,0.19899999999999998,0.00894,0.873,0.0963,-28.579,0.0422,0.268,168.84799999999998
479,"excited","0LAfANg75hYiV1IAEP3vY6","Take Your Mama","Scissor Sisters",8,1,0.209,0.757,0.9570000000000001,2.2899999999999998e-05,0.0624,-4.617,0.106,0.9329999999999999,153.944
480,"aggressive","3oIVK7arAFuUOCGafPLxSC","Better Off Without You (feat. Shift K3Y)","Becky Hill",7,1,0.0566,0.682,0.855,1e-06,0.10099999999999999,-3.282,0.0401,0.304,124.00399999999999
481,"sensual","5v2Abx4cG0ficwE2hQgKUv","Better off Alone","Okey Dokey",0,1,0.23800000000000002,0.6729999999999999,0.645,3.48e-05,0.272,-7.125,0.0372,0.653,128.033
482,"somber","2z3HKlpENvfz1Am2MNF2pL","I Ain't Ever Loved No One - Acoustic","Donovan Woods",10,0,0.611,0.322,0.213,0.0,0.113,-14.915,0.0318,0.16,160.389
