"","label","spotify_id","title","artist","key","mode","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","valence","tempo"
4545,"somber","1jwedG3BiKzpUUx6XpC3Ci","誰にも言わない","Hikaru Utada",8,1,0.39899999999999997,0.512,0.56,0.00037,0.0878,-7.968999999999999,0.0489,0.386,95.105
4546,"somber","38LpfUrHP7jVXLTvj67AgP","Dreamer","Aisha Badru",1,0,0.738,0.184,0.336,0.0612,0.114,-11.722000000000001,0.0345,0.0683,176.03400000000002
4547,"somber","2KEH9IpyVU3aYT85QCekD5","Up Here North","Lake Jons",2,0,0.965,0.485,0.17300000000000001,0.00201,0.10099999999999999,-14.249,0.0573,0.33899999999999997,127.839
4548,"sentimental","5ClDPw47BORurTM0yTwuS7","A closeness","Dermot Kennedy",5,1,0.7659999999999999,0.526,0.45799999999999996,0.000335,0.109,-9.472000000000001,0.0384,0.501,76.972
4549,"somber","12k5xtS7WsOl7QXPiUAx3P","Suffocate","Jany Green",9,0,0.102,0.825,0.46299999999999997,0.034,0.0975,-9.457,0.0549,0.20199999999999999,128.977
4550,"somber","7i96kdUS32kH5vLwtrDRbD","Ice Cream & Cigarettes","Sophia Messa",11,1,0.131,0.63,0.517,4.61e-06,0.331,-7.069,0.0461,0.389,151.957
4551,"somber","3TgPhPv7z0D4pQhH8iKmDW","The Reason","Chelsea Cutler",2,1,0.0991,0.654,0.606,5.5700000000000005e-05,0.31,-8.576,0.0717,0.358,90.05799999999999
4552,"serious","2WmsRaMVqKzM78EtK0jBzu","Castles","Freya Ridings",4,1,0.00472,0.672,0.753,0.000496,0.0559,-4.863,0.0832,0.42100000000000004,116.948
4553,"sensual","43NqTeL8pgBxKHPMiJKUP5","Girl","Myke Towers",6,1,0.0325,0.733,0.708,0.000327,0.324,-4.957,0.0937,0.6940000000000001,93.021
4554,"somber","0CtXTPdnF3vc0k20C91M0P","This Fire","Sawyer Fredericks",7,1,0.565,0.358,0.423,3.3799999999999995e-05,0.0846,-7.827999999999999,0.0338,0.309,182.959
4555,"somber","4A6N096dpRTRlAGSkxsVrh","Timeless","Josephine Scwartz",10,1,0.995,0.545,0.00411,0.955,0.0872,-26.94,0.0335,0.13699999999999998,61.902
4556,"somber","6Vo8KwBWXiKwHa4bz4XWht","Sensitive","Serena Isioma",7,1,0.185,0.611,0.624,6.890000000000001e-05,0.16699999999999998,-7.8420000000000005,0.113,0.36700000000000005,89.667
4557,"serious","3sHuIjfAzluc6S9cXoqfqC","Let It Be Me","Steve Aoki",7,1,0.0797,0.6609999999999999,0.758,0.0,0.106,-5.2989999999999995,0.0864,0.387,114.098
4558,"somber","6plAuHENSbslv0tAe8verB","Softly","Kendra Logozar",9,1,0.995,0.48200000000000004,0.0529,0.96,0.0869,-25.338,0.0512,0.179,65.285
4559,"sentimental","2ohheZzavZxvs6Gm3o8EUS","Bubble","rei brown",1,1,0.569,0.7,0.537,0.159,0.131,-6.932,0.0339,0.5670000000000001,147.97799999999998
4560,"sensual","7yq4Qj7cqayVTp3FF9CWbm","Riptide","Vance Joy",1,1,0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,0.51,101.654
4561,"somber","18WI5LEikfhXo606KbapYf","blue","the bootleg boy",6,0,0.6459999999999999,0.7070000000000001,0.314,0.0288,0.18600000000000003,-14.06,0.0377,0.335,114.978
4562,"somber","1v6svH1Fyx9C1nIt1mA2DT","All I Want","Olivia Rodrigo",0,0,0.0902,0.376,0.43,0.0,0.0912,-6.585,0.0328,0.129,77.59899999999999
4563,"somber","45bE4HXI0AwGZXfZtMp8JR","you broke me first","Tate McRae",4,1,0.7859999999999999,0.642,0.374,0.0,0.0906,-9.386000000000001,0.0545,0.0799,124.09899999999999
4564,"serious","7wARwtk1nFu4f8nKC1i6Sr","Freaks","Kidhimself",2,0,0.0708,0.607,0.815,0.0,0.335,-7.051,0.12,0.235,165.96599999999998
4565,"sentimental","1PmLZMYwFqOosXYoRypUuh","All Or Nothin","Junior Mesa",5,0,0.237,0.606,0.63,0.0,0.149,-7.867000000000001,0.0603,0.7070000000000001,74.982
4566,"somber","04T66SHyYFI6MDMFsSnhLj","Who You Are","Sally Sossa",5,0,0.49200000000000005,0.662,0.504,0.0,0.121,-6.892,0.19,0.42,91.404
4567,"somber","4muAGMNipTEtIoYfMa9QL0","Amsterdam - Recorded at Spotify Studios NYC","Mandolin Orange",0,1,0.909,0.532,0.317,0.0277,0.11,-10.693,0.0309,0.28,140.671
4568,"upbeat","6UF1vUIoLleFrhcxg2L26V","Make the Most (feat. H.E.R.)","Lonr.",10,0,0.361,0.5660000000000001,0.693,0.0,0.0806,-6.917000000000001,0.368,0.838,78.743
4569,"somber","2dLLR6qlu5UJ5gk0dKz0h3","Royals","Lorde",7,1,0.121,0.674,0.428,0.0,0.132,-9.504,0.122,0.337,84.87799999999999
4570,"serious","11cSu6WD6UXzlmymptJse6","Tears In December","Rence",11,1,0.0741,0.7290000000000001,0.773,5.09e-06,0.133,-3.534,0.0368,0.358,126.03200000000001
4571,"sentimental","0BgbobvykXxEvxo2HhCuvM","Banana Pancakes","Jack Johnson",7,1,0.602,0.8140000000000001,0.373,1.7e-05,0.0931,-8.017000000000001,0.11599999999999999,0.632,114.54799999999999
4572,"somber","1rZFC696WndvqvpFfjr4Wu","I Do","Susie Suh",7,1,0.932,0.7659999999999999,0.191,7.95e-06,0.261,-12.606,0.0394,0.262,104.03
4573,"somber","2LthqyP0MLhGUBICwR1535","Re: Stacks","Bon Iver",2,1,0.9790000000000001,0.6759999999999999,0.0812,0.41600000000000004,0.11800000000000001,-22.846,0.0398,0.314,125.053
4574,"energizing","0D2UIFvpE0xb5wEgWrpps2","Sweetheart","Franke & The Knockouts",9,1,0.0151,0.598,0.848,0.00545,0.0748,-6.934,0.042,0.7140000000000001,144.562
4575,"somber","7GNvm2eN2sgD1rujyVC4QG","High Water","Tim Schou",1,1,0.322,0.5579999999999999,0.424,0.0,0.106,-9.542,0.0399,0.397,149.941
4576,"somber","4Ld5s7QdOY0mvuM0zHbnu5","Portrait","Jose Garcia",1,1,0.995,0.307,0.0148,0.878,0.11,-31.443,0.0705,0.13699999999999998,160.489
4577,"upbeat","6fuvYxKEvU4inG8eTB2nYi","I Can't Help Myself (Sugar Pie, Honey Bunch)","Four Tops",0,1,0.19699999999999998,0.6920000000000001,0.633,0.0,0.0929,-7.733,0.0291,0.965,126.81200000000001
4578,"somber","6fOFKyLhs5ryi2f8IiWBq8","Uitwaaien","Juultje Berben",8,0,0.992,0.162,0.0434,0.914,0.10300000000000001,-29.006,0.0451,0.35200000000000004,206.582
4579,"somber","7zgveKrOxukG95vxIO3KHd","Trebles Finals: Bright Lights Bigger City/Magic","The Treblemakers",9,0,0.201,0.574,0.525,0.0,0.0826,-7.257000000000001,0.23399999999999999,0.465,112.948
4580,"serious","6P7FY8Cnf2sVbCgwlaMleA","Give A Little Bit More (Disaster)","Bleeker",9,1,0.00533,0.488,0.664,6.579999999999999e-05,0.12,-8.892000000000001,0.0265,0.466,140.084
4581,"sensual","4C2yMWKNf2gLgXZgdhazzu","I Need a Teacher","Hiss Golden Messenger",9,1,0.373,0.5,0.764,0.0014,0.287,-7.571000000000001,0.0414,0.6829999999999999,85.98
4582,"serious","0hRRNHeSZv2x6pHCcXPAct","Experience","Victoria Monét",9,1,0.0105,0.614,0.809,0.00035299999999999996,0.14800000000000002,-4.749,0.0738,0.354,112.023
4583,"somber","3v13yCBe1HAEqhswk94Phs","ludlow coffee supply","mags",10,1,0.0951,0.713,0.433,0.0,0.12,-8.231,0.36700000000000005,0.488,195.872
4584,"sensual","2pTcCgUr9SJZXCcVqkRX26","Harmony Hall","Vampire Weekend",11,1,0.475,0.653,0.76,0.000129,0.0998,-6.086,0.0479,0.6,98.008
4585,"sensual","27eO3EGKIUU7yug1eOxUZu","Good Morning","Kanye West",0,1,0.0913,0.5770000000000001,0.6459999999999999,4.18e-05,0.17,-5.902,0.13,0.575,169.769
4586,"serious","2ARB3fKvRkMGhAtZuTnE5J","Excuses","The Morning Benders",5,1,0.365,0.43799999999999994,0.8059999999999999,0.0551,0.237,-5.7170000000000005,0.0395,0.489,96.156
4587,"somber","3INHimtCpNibhwhxXkP3UK","More Than I Miss You","Carmody",9,0,0.5770000000000001,0.506,0.322,0.0,0.0915,-9.157,0.0269,0.226,73.836
4588,"somber","27KmM58kbbxJb1o47zWNJw","Haircut (Reputation)","ELIO",3,1,0.434,0.629,0.37799999999999995,2.05e-05,0.0949,-7.862,0.0318,0.3,120.01899999999999
4589,"sensual","69Ej1xrGjOcHvIMtMKxK0G","Dile","Don Omar",4,0,0.184,0.8170000000000001,0.7140000000000001,0.000132,0.042,-7.501,0.141,0.7140000000000001,94.001
4590,"serious","5sqYbITLDDODlliFFgkITW","Putrid Pride","$uicideBoy$",10,0,0.19699999999999998,0.903,0.643,0.0,0.111,-5.669,0.0929,0.22399999999999998,110.00299999999999
4591,"somber","45WQNDAzZaPNdN5MzyxLAr","INSIDE OUT","Luke Christopher",7,1,0.0302,0.625,0.59,1.15e-05,0.127,-6.747999999999999,0.0519,0.35100000000000003,90.619
4592,"sensual","2TKTMnErKNBjVprlJ9b2lk","Magnolia","Brett Eldredge",2,1,0.0335,0.595,0.715,0.0,0.0729,-6.124,0.0337,0.677,83.015
4593,"upbeat","7rUPIW0pQoshbOtysdlWX2","My Guy","Mary Wells",10,1,0.628,0.6970000000000001,0.6559999999999999,2.4e-05,0.42200000000000004,-5.38,0.0424,0.89,125.624
4594,"peaceful","4Q5HmyNvQHlfylzGY7V3Wr","The Rubberband Man","The Spinners",10,1,0.466,0.81,0.536,0.00074,0.0401,-11.573,0.0583,0.9570000000000001,97.311
4595,"somber","1wVu0GKRI3GSlwPgOrYrOB","Fight","Liam Bailey",2,1,0.158,0.6940000000000001,0.439,6.4e-06,0.0965,-7.263999999999999,0.24,0.316,173.886
4596,"sentimental","2rD0cCKHYENel8ydSu6niR","Brave","Freedom Fry",11,0,0.657,0.541,0.574,0.0,0.0962,-6.981,0.0362,0.5329999999999999,179.91299999999998
4597,"sentimental","5v2ByxOB3Q9p5DsAndtuO2","Heavy Crown","Trixie Mattel",1,1,0.9229999999999999,0.524,0.185,5.2300000000000004e-05,0.139,-12.967,0.0324,0.557,90.85700000000001
4598,"aggressive","5GsJcnO3rgpZFOrzL2EISO","Flash Pose","Pabllo Vittar",1,1,0.0226,0.773,0.8590000000000001,0.000251,0.342,-4.516,0.21600000000000003,0.43200000000000005,124.01700000000001
4599,"somber","6ynqpQIQ1kGtJILbxnCIQ8","Tourist","Axel Flóvent",6,0,0.741,0.336,0.209,0.0019399999999999999,0.113,-12.15,0.0295,0.10400000000000001,133.611
4600,"sensual","39N9RPD9MRb5WmoLzNzPeA","X","Nicky Jam",9,0,0.0364,0.595,0.773,0.00108,0.33399999999999996,-4.736000000000001,0.0549,0.711,180.07299999999998
4601,"somber","59o2b2BGgziNyPx9f3xnhA","Angel of Small Death and the Codeine Scene - Live From Spotify London","Hozier",6,0,0.9279999999999999,0.594,0.2,0.0,0.6729999999999999,-10.472000000000001,0.0622,0.415,92.821
4602,"somber","0HiceIUHBYxFpMyfCZ9b9I","Fan of Me","Willy Cardiac",1,0,0.0161,0.777,0.49700000000000005,0.0,0.22,-10.732999999999999,0.301,0.425,161.968
4603,"serious","4GUj9MfPPkjpZskxb45uiX","Angels & Demons","jxdn",8,1,0.11900000000000001,0.5539999999999999,0.8,0.0,0.629,-3.9360000000000004,0.0395,0.46299999999999997,115.056
4604,"aggressive","1B241LRKmK6qDDTZfUajmm","Cocoon","Catfish and the Bottlemen",7,0,0.000254,0.446,0.91,9.76e-05,0.077,-4.481,0.0652,0.325,133.053
4605,"sentimental","3qto6LgDhFq9FGrAORDBzX","Under the Willow Tree","Rebecca Mayer",0,1,0.9940000000000001,0.244,0.0461,0.956,0.0972,-26.142,0.0782,0.711,219.701
4606,"somber","050iNgt7qzMcvoP3vfBHeK","Learn to Speak","Cara Rose",6,0,0.89,0.48100000000000004,0.107,3.68e-05,0.115,-15.056,0.0356,0.349,68.082
4607,"somber","3UJS9aEUbtYO8kMl1IK1r3","Reckless","Healy",2,1,0.519,0.8490000000000001,0.36200000000000004,1.62e-05,0.233,-8.585,0.41,0.419,81.143
4608,"sentimental","3otAtzQb3f7adNdiCgdECo","Starving - Acoustic","Hailee Steinfeld",4,1,0.61,0.785,0.254,0.0,0.11800000000000001,-8.325,0.0413,0.72,99.853
4609,"upbeat","46eu3SBuFCXWsPT39Yg3tJ","Don't Stop 'Til You Get Enough - Single Version","Michael Jackson",11,1,0.126,0.878,0.821,0.0461,0.183,-9.875,0.08900000000000001,0.9470000000000001,118.881
4610,"aggressive","4lRyDKi6tPsPneyhoT3wo6","Still Alive","Ashley Wallbridge",1,1,0.00095,0.45799999999999996,0.977,0.000776,0.359,-4.453,0.122,0.20199999999999999,138.101
4611,"serious","2bhasjavv1tokxnpvTcqoC","Jump with Me","STAL",0,1,0.00179,0.547,0.698,0.00428,0.127,-7.369,0.0301,0.226,99.993
4612,"serious","4XaButfzRGK9aK8NN28Ie0","Horns","Bryce Fox",6,1,0.081,0.49,0.753,2.74e-06,0.268,-5.41,0.239,0.325,156.241
4613,"excited","1sE1zYYMBsHd7iR6nPN16p","Never Be Sorry","Old Dominion",11,1,0.0123,0.735,0.846,2.55e-05,0.121,-5.422999999999999,0.0289,0.8420000000000001,125.988
4614,"sentimental","2LUTN2pDXUplYlc7WjE1Mm","Money (with Tom Misch)","Michael Kiwanuka",4,0,0.539,0.774,0.419,0.0698,0.028999999999999998,-9.649,0.0758,0.644,118.008
4615,"serious","5hc71nKsUgtwQ3z52KEKQk","Somebody Else","The 1975",0,1,0.195,0.61,0.7879999999999999,0.0142,0.153,-5.724,0.0585,0.47200000000000003,101.045
4616,"energizing","16kqEZBfhhK8XlQpauKej1","I Love My Country","Florida Georgia Line",4,1,0.0227,0.5379999999999999,0.941,0.0,0.302,-3.582,0.0639,0.585,140.04399999999998
4617,"somber","2LW4Bkirg94ae861UMg4bW","Cynical","Katelyn Tarver",0,1,0.755,0.525,0.445,1.28e-05,0.11,-8.96,0.0446,0.11800000000000001,121.18799999999999
4618,"energizing","6CNvzo37dUI7baavVzEoxR","Used To Like","Neon Trees",8,1,0.00040899999999999997,0.535,0.9329999999999999,0.0,0.375,-4.039,0.0362,0.514,152.082
4619,"serious","527k23H0A4Q0UJN3vGs0Da","After Party","Don Toliver",5,1,0.00981,0.629,0.6920000000000001,0.331,0.603,-8.045,0.0376,0.45299999999999996,162.94799999999998
4620,"somber","0hVZCUZKWsWFU6i5zlRZZr","Supalonely (Lownely)","BENEE",7,1,0.888,0.696,0.33799999999999997,2.8499999999999998e-05,0.182,-8.611,0.037000000000000005,0.204,115.007
4621,"sensual","6yVkakCN460KOVol9ZazjH","Reggaetonera","Anuel AA",6,1,0.48,0.6940000000000001,0.7959999999999999,0.000384,0.10800000000000001,-4.164,0.0565,0.515,93.064
4622,"somber","4wz0f2X66AvQnmDRb8geW8","Earring - Dylan Brady Remix","Instupendo",6,1,0.052000000000000005,0.672,0.627,2.14e-05,0.0936,-5.4639999999999995,0.14300000000000002,0.37200000000000005,143.709
4623,"somber","1lUSKSz0vs0S5pPB1l5ndg","Oh Lonesome Me (Featuring Lucinda Williams)","M. Ward",3,1,0.177,0.397,0.33,0.35600000000000004,0.243,-11.616,0.0281,0.264,71.976
4624,"somber","4Y5gx8VuShNmakYGlnrUzD","Surrender","Natalie Taylor",5,0,0.8,0.39,0.44799999999999995,0.182,0.107,-8.57,0.0276,0.077,144.89
4625,"sensual","4RoArPM0AsuW3h8hW8xtnr","Lucky Strike","Troye Sivan",2,1,0.579,0.612,0.6940000000000001,0.0,0.0914,-7.3629999999999995,0.0514,0.564,103.031
4626,"excited","1XDLcR3ykWZx7p0UmMoLKp","Troublemaker","Devon Gilfillian",0,0,0.00155,0.555,0.927,0.0288,0.209,-4.167,0.0708,0.848,156.031
4627,"serious","4HImpc812W2CgT8M0eWD09","high.","shades.",2,1,0.0128,0.633,0.784,5.51e-06,0.0289,-6.841,0.0534,0.332,102.009
4628,"sensual","514rhnksEwHUh6LxXsQ4Y9","Back To You","Selena Gomez",6,1,0.0984,0.6,0.6829999999999999,1.26e-06,0.11,-6.271,0.0493,0.494,102.036
4629,"energizing","21i3JjSTPryzlVKNBiWjxE","Wavin' Flag","University of Rochester YellowJackets",6,0,0.7829999999999999,0.318,0.841,0.0,0.096,-4.926,0.3,0.753,165.63400000000001
4630,"serious","6wn0RkZS020ie8TPilIB3p","Long Way Home","Tom Boy",3,1,0.0924,0.46299999999999997,0.68,0.000192,0.18100000000000002,-5.9079999999999995,0.0383,0.319,159.966
4631,"sensual","01uJ0nx8ks1MZuaO03Ql5Q","July","Betcha",6,0,0.0108,0.62,0.723,0.00295,0.0508,-3.1189999999999998,0.027000000000000003,0.5579999999999999,99.99799999999999
4632,"sensual","1LmN9SSHISbtp9LoaR5ZVJ","Payphone","Maroon 5",4,1,0.0136,0.7390000000000001,0.7559999999999999,0.0,0.37,-4.828,0.0394,0.523,110.02799999999999
4633,"somber","1cpJgDb09f2QOVU3rTwBGU","Le Mouton Noir","Vegard",1,1,0.986,0.35700000000000004,0.0164,0.882,0.109,-26.324,0.0378,0.10400000000000001,62.05
4634,"somber","7lidXGPXPYLNThITAOTlkK","You should be sad","Halsey",2,1,0.14300000000000002,0.591,0.585,0.0,0.109,-6.35,0.0277,0.324,110.94
4635,"energizing","0GONea6G2XdnHWjNZd6zt3","Summer Of '69","Bryan Adams",2,1,0.0183,0.508,0.8340000000000001,0.0,0.0732,-6.205,0.0386,0.774,139.131
4636,"excited","5ISbI7uonHP3Qx6OloertA","Mentiras","Los Amigos Invisibles",9,1,0.00893,0.736,0.8490000000000001,0.0,0.261,-4.061,0.03,0.894,124.96
4637,"sensual","4npip0lZeQAbj1epad3oCu","decide to be happy","MisterWives",5,0,0.21,0.5920000000000001,0.804,0.0,0.318,-5.11,0.0545,0.5539999999999999,74.98
4638,"energizing","5xwsphdOcWnDukSecDG9Is","Lobo-hombre en París","La Unión",9,1,0.0161,0.602,0.9520000000000001,4.8599999999999995e-05,0.11199999999999999,-5.193,0.0629,0.743,146.287
4639,"sensual","1xkLLbpo3y4KNy64EFVB9C","Stop! In The Name Of Love","The Supremes",0,1,0.799,0.603,0.633,0.0,0.115,-5.832000000000001,0.0287,0.504,115.884
4640,"upbeat","5qNNanYonpCwahfJGuFVRQ","Peace Blossom Boogy","Babe Rainbow",2,1,0.040999999999999995,0.6609999999999999,0.821,0.0333,0.105,-4.565,0.0307,0.86,112.01100000000001
4641,"somber","1XXl9pl7ObojHbyJetY75n","A Simple Song","Chris Stapleton",5,1,0.87,0.611,0.198,0.00043200000000000004,0.109,-16.525,0.0285,0.41200000000000003,77.301
4642,"somber","7ySPksJKRpoLlIaE31Yijc","I Hope - feat. Charlie Puth","Gabby Barrett",6,1,0.171,0.5539999999999999,0.5760000000000001,0.0,0.159,-6.495,0.0399,0.409,74.942
4643,"somber","3innRzfJF3RMcZbXv6It28","Like Summer","Kyan",9,0,0.887,0.605,0.425,0.46,0.0938,-11.585999999999999,0.0373,0.376,139.981
4644,"sentimental","6uBhi9gBXWjanegOb2Phh0","Stay","Zedd",5,0,0.253,0.69,0.622,0.0,0.11599999999999999,-5.025,0.0622,0.544,102.04
4645,"somber","2A3E08zisjU2LV3l0gxEMz","The Park","Haley Heynderickx",9,0,0.9620000000000001,0.639,0.149,0.000814,0.233,-12.497,0.0471,0.449,79.294
4646,"sentimental","0ncp94ULTBgS0U3GZD80AC","Smoke Filled Room - Acoustic Session","Mako",9,1,0.573,0.735,0.43,0.0,0.111,-9.532,0.0349,0.522,129.942
4647,"serious","5VP5FfXlUpaYm9H0ETAu4j","Madness","Mougleta",1,0,0.344,0.687,0.688,0.0025,0.354,-6.62,0.0319,0.28300000000000003,100.04799999999999
4648,"energizing","190jyVPHYjAqEaOGmMzdyk","Beauty And A Beat","Justin Bieber",0,1,0.000688,0.602,0.843,5.27e-05,0.0682,-4.831,0.0593,0.526,128.003
4649,"sentimental","3JjY4IgdeK1w8qMBm0yWyw","Past Life","Trevor Daniel",3,1,0.14400000000000002,0.583,0.627,0.0,0.21899999999999997,-5.882000000000001,0.0343,0.535,159.921
4650,"sensual","13m3PKY4X4dUVUp5ijn2kt","Abaigh's Song","Joy Again",7,1,0.0053100000000000005,0.596,0.7879999999999999,2.1600000000000003e-05,0.124,-6.022,0.057999999999999996,0.77,133.901
4651,"aggressive","4alnYO7vhfEvNarX4SgBch","Take Me Away","Third Party",1,1,0.0214,0.44799999999999995,0.9109999999999999,0.0,0.059000000000000004,-3.095,0.0408,0.255,127.12700000000001
4652,"sentimental","0Q2n5yzl2XRqYbV77tZNYp","GOODMORNINGTOKYO!","TOKYO’S REVENGE",4,1,0.0408,0.907,0.539,0.0,0.253,-7.782,0.36,0.664,124.91799999999999
4653,"sentimental","78loPG2VNA0Lg0vjumMfeD","Once In a While - Acoustic","Timeflies",5,1,0.794,0.636,0.355,0.0,0.374,-7.047000000000001,0.0665,0.738,99.295
4654,"serious","5GWAraPLRsJ5EFMzqo0C3g","I Can't Sleep","POORSTACY",2,1,0.00882,0.624,0.6559999999999999,0.0,0.122,-5.1610000000000005,0.0388,0.253,135.001
4655,"somber","1oNMceptUaTWuOmJl1UCqH","like crazy","Aidan",10,0,0.86,0.581,0.298,3.84e-06,0.111,-13.46,0.0485,0.0895,64.9
4656,"serious","7aBAo2pO8LvrN8mGba7MvA","Icky Thump","The White Stripes",9,1,0.021,0.424,0.632,0.0117,0.0545,-7.242999999999999,0.0922,0.35600000000000004,97.694
4657,"sensual","0tVw6rUAUI0w01PN9FQeyD","Down to the River","The War and Treaty",6,1,0.162,0.461,0.695,4.3e-05,0.121,-6.917999999999999,0.0601,0.7709999999999999,152.249
4658,"sensual","2RCIMx0EDqCEpabkkQTM3V","Makhna","F1rstman",7,1,0.659,0.755,0.645,3.14e-06,0.115,-8.686,0.0363,0.627,137.931
4659,"sentimental","7qpdb7GwgedBMJwWiyTgR6","better for you","sophie meiers",0,1,0.409,0.634,0.541,0.0,0.0921,-7.532,0.0509,0.532,129.009
4660,"sentimental","5OJEYeJhPaczY1BQFZ2yIv","Records","Kelly McFarling",10,1,0.9640000000000001,0.705,0.14400000000000002,0.0348,0.10800000000000001,-14.027000000000001,0.0502,0.5589999999999999,80.965
4661,"sensual","3eGmv9sxK60p8XIBLhBtC0","Everybody Rise","Amy Shark",0,1,0.0335,0.7020000000000001,0.6759999999999999,0.0,0.102,-6.678999999999999,0.0526,0.65,103.057
4662,"sentimental","5lNuqFVMca4vPupY10cH0J","No Promises (feat. Demi Lovato)","Cheat Codes",10,1,0.0572,0.7390000000000001,0.619,0.0,0.105,-6.669,0.162,0.58,112.961
4663,"aggressive","3soCVj63UaRqhBlS9W46yg","There for You","Culture Shock",2,1,0.00297,0.375,0.983,0.691,0.107,-2.235,0.0508,0.157,173.975
4664,"energizing","1XT95SWe6U0nZmchAfZh2T","Pay No Mind (feat. Passion Pit)","Madeon",1,1,0.00592,0.546,0.852,0.0,0.159,-2.445,0.102,0.5579999999999999,112.18299999999999
4665,"somber","75rN7EsGlnMJiu9DKFVWnX","July - FRND Remix","Breathe Carolina",6,0,0.222,0.679,0.56,0.00026000000000000003,0.163,-7.526,0.0331,0.377,115.035
4666,"peaceful","6b6IMqP565TbtFFZg9iFf3","I Can't Help Myself (Sugar Pie, Honey Bunch)","Four Tops",0,1,0.245,0.667,0.599,0.0,0.107,-8.894,0.0291,0.971,127.935
4667,"aggressive","5SenNS7C7ULDyCJD3lJeki","07 Britney","Chelsea Collins",4,1,0.11,0.475,0.846,0.0,0.24,-1.465,0.0625,0.381,154.19
4668,"somber","3C2xQqHVkhA1Ht17SzPRke","Nothing to Regret","Robinson",5,1,0.243,0.6970000000000001,0.521,0.0,0.18899999999999997,-6.519,0.031,0.331,91.99799999999999
4669,"sensual","2IX9rTOZFc4OgPph0LuubR","Falling","Fets",1,0,0.069,0.82,0.7390000000000001,0.000121,0.0934,-6.374,0.039,0.621,124.988
4670,"upbeat","3c4OULLWwgRqBfA2dJtRuY","Love Is In The Air","John Paul Young",0,1,0.0254,0.557,0.7909999999999999,0.000264,0.0605,-7.2010000000000005,0.0389,0.895,122.34
4671,"somber","5747zecrTGftNYXdGCRpKe","Bones","Dotan",3,1,0.892,0.705,0.24100000000000002,0.0372,0.109,-13.7,0.0335,0.242,79.998
4672,"sensual","7t91zpWtUO9xORfkwnKSQG","Pearls","Mo Lowda & the Humble",0,0,0.0492,0.569,0.743,0.00176,0.13,-6.947,0.0504,0.767,81.501
4673,"somber","4E6xkiXWUxhFTnzTyTMSPa","So I Do","Belot",2,1,0.53,0.851,0.526,1.34e-06,0.0597,-9.109,0.29100000000000004,0.256,111.094
4674,"sensual","0yTlrnue3pJTJd7h7d43mk","Half Your Age","Joywave",9,1,0.0112,0.46299999999999997,0.7859999999999999,0.0,0.654,-4.323,0.0323,0.49200000000000005,84.96600000000001
4675,"peaceful","4xGEojTmZ9qtrk4F7juAM6","Enough For Everybody","Betty Bibbs",9,1,0.5870000000000001,0.805,0.607,0.146,0.106,-5.646,0.0546,0.943,112.43299999999999
4676,"serious","6NJ2cKbAH7XGzYnhWXW1ue","Time To Say Goodbye (feat. Maria Mathea)","Justus",5,1,0.109,0.337,0.728,0.139,0.249,-5.297999999999999,0.0286,0.172,125.963
4677,"somber","2lNgNwLDSbaI04yfZvK8Go","I`m Sorry, But I Don´t Love You Anymore","Vide",4,1,0.9670000000000001,0.586,0.28300000000000003,2.52e-05,0.0989,-5.563,0.032,0.447,153.971
4678,"somber","3e90JC8EKLsSDUHmPpxkfp","9","WILLOW",8,1,0.215,0.597,0.495,0.00016299999999999998,0.10400000000000001,-8.674,0.201,0.171,76.991
4679,"somber","3CiZBMNMkRm8CzPD4ZLM6C","Take Me Back","Sarah Jarosz",11,1,0.9109999999999999,0.41600000000000004,0.192,1.4999999999999999e-05,0.107,-12.525,0.034,0.222,102.49
4680,"serious","3CYH422oy1cZNoo0GTG1TK","Psycho","Red Velvet",8,1,0.193,0.664,0.6659999999999999,0.0,0.0854,-2.2030000000000003,0.0446,0.405,139.987
4681,"energizing","1hRFVIy9As8OVRk8B7CrD5","When Love Takes Over (feat. Kelly Rowland)","David Guetta",11,1,0.0157,0.674,0.862,0.00042699999999999997,0.16899999999999998,-4.614,0.0253,0.5,129.965
4682,"somber","3ZPqsNlUyRHebbc6r5gSDD","Mom's Whiskey (feat. Kota the Friend)","Marlon Craft",11,0,0.43799999999999994,0.794,0.5429999999999999,0.0,0.113,-7.789,0.225,0.223,119.87700000000001
4683,"sentimental","7aNW0M1R6eUnoXKpN2HncV","HEADY","Reaper",1,1,0.0178,0.6559999999999999,0.595,0.0,0.23,-6.627000000000001,0.0297,0.5589999999999999,115.064
4684,"excited","113bLFbp3F9MVN0w2KJ1ma","How Long Do I Have to Wait for You?","Sharon Jones & The Dap-Kings",10,0,0.469,0.674,0.909,0.0131,0.105,-3.3689999999999998,0.0464,0.9690000000000001,103.94200000000001
4685,"aggressive","5klhGRbgQLnuWTiTbKxQpL","Moonlight Party - Radio Edit","Fonzerelli",2,0,0.000478,0.535,0.97,0.0213,0.131,-4.13,0.0407,0.33399999999999996,129.95600000000002
4686,"sentimental","6l7lX8hJXVIUyPrTaabpqk","Ready","Alessia Cara",0,0,0.214,0.529,0.496,0.0,0.212,-6.667999999999999,0.151,0.588,74.619
